ID,Celebrity,Image,Type,Identity,Reliable,SingleFace,Quality,Artifact,Artifact_Explanation,Selected,AnnotationStart,AnnotationEnd
ID000085,Demet-Özdemir,02.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-05T22:41:18,2026-08-05T22:41:46
ID000113,Faye-Dunaway,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:05:35,2026-08-06T12:06:45
ID000113,Faye-Dunaway,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:06:47,2026-08-06T12:07:02
ID000113,Faye-Dunaway,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:07:03,2026-08-06T12:07:11
ID000080,Daniel-Day-Lewis,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:07:13,2026-08-06T12:09:08
ID000080,Daniel-Day-Lewis,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:09:08,2026-08-06T12:18:02
ID000080,Daniel-Day-Lewis,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:18:04,2026-08-06T12:18:35
ID000080,Daniel-Day-Lewis,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:18:35,2026-08-06T12:18:49
ID000080,Daniel-Day-Lewis,03.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T12:18:49,2026-08-06T12:20:47
ID000140,Hilary-Duff,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:20:49,2026-08-06T12:21:28
ID000140,Hilary-Duff,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:21:30,2026-08-06T12:21:42
ID000140,Hilary-Duff,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:21:42,2026-08-06T12:27:00
ID000140,Hilary-Duff,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-06T12:27:00,2026-08-06T12:27:34
ID000248,Martin-Lewis,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:27:35,2026-08-06T12:28:17
ID000248,Martin-Lewis,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:28:17,2026-08-06T12:28:48
ID000248,Martin-Lewis,03.jpg,Fake,No,,No,No,No,,No,2026-08-06T12:28:49,2026-08-06T12:29:15
ID000248,Martin-Lewis,06.png,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:29:15,2026-08-06T12:30:17
ID000087,Devon-Conway,01.png,Real,Yes,Yes,Yes,No,,,No,2026-08-06T12:30:20,2026-08-06T12:31:07
ID000087,Devon-Conway,02.webp,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:31:07,2026-08-06T12:32:57
ID000087,Devon-Conway,1.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:33:00,2026-08-06T12:33:14
ID000368,William,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:33:17,2026-08-06T12:33:25
ID000368,William,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:33:25,2026-08-06T12:33:42
ID000368,William,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:33:43,2026-08-06T12:33:54
ID000368,William,1.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T12:33:54,2026-08-06T12:34:01
ID000190,Jon-Stewart,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:34:02,2026-08-06T12:34:19
ID000190,Jon-Stewart,11.png,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:34:20,2026-08-06T12:35:00
ID000015,Alina-Amir,01.jpg,Real,Yes,No,Yes,Yes,,,No,2026-08-06T12:35:02,2026-08-06T12:36:03
ID000015,Alina-Amir,01.png,Fake,Yes,,No,No,No,,No,2026-08-06T12:36:08,2026-08-06T12:36:25
ID000015,Alina-Amir,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T12:36:25,2026-08-06T12:36:33
ID000015,Alina-Amir,04.png,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:36:33,2026-08-06T12:36:42
ID000341,Steven-Seagal,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:36:54,2026-08-06T12:37:31
ID000341,Steven-Seagal,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:37:47,2026-08-06T12:37:53
ID000341,Steven-Seagal,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T12:37:53,2026-08-06T12:38:31
ID000341,Steven-Seagal,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T12:38:31,2026-08-06T12:39:01
ID000341,Steven-Seagal,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:39:02,2026-08-06T12:41:02
ID000277,Nelson-Mendala,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:41:04,2026-08-06T12:41:28
ID000277,Nelson-Mendala,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:41:29,2026-08-06T12:43:32
ID000277,Nelson-Mendala,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:43:32,2026-08-06T12:43:53
ID000277,Nelson-Mendala,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:43:54,2026-08-06T12:44:02
ID000277,Nelson-Mendala,02.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T12:44:02,2026-08-06T12:44:13
ID000201,Kate-Beckinsale,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:44:19,2026-08-06T12:46:48
ID000201,Kate-Beckinsale,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:46:48,2026-08-06T12:47:59
ID000201,Kate-Beckinsale,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:48:00,2026-08-06T12:48:10
ID000201,Kate-Beckinsale,02.jpg,Fake,No,,Yes,No,No,,No,2026-08-06T12:48:10,2026-08-06T12:48:25
ID000201,Kate-Beckinsale,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:48:25,2026-08-06T12:48:37
ID000201,Kate-Beckinsale,04.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-06T12:48:37,2026-08-06T12:48:49
ID000226,Lee-Min-ho,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:48:52,2026-08-06T12:49:22
ID000226,Lee-Min-ho,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:49:23,2026-08-06T12:49:31
ID000226,Lee-Min-ho,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:49:31,2026-08-06T12:49:41
ID000226,Lee-Min-ho,06.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:49:41,2026-08-06T12:51:54
ID000170,Jennifer-Aniston,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:51:58,2026-08-06T12:52:17
ID000170,Jennifer-Aniston,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:52:17,2026-08-06T12:52:32
ID000170,Jennifer-Aniston,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:52:33,2026-08-06T12:52:59
ID000170,Jennifer-Aniston,01.jpg,Fake,Yes,,No,No,No,,No,2026-08-06T12:53:01,2026-08-06T12:53:19
ID000059,Cameron-Diaz,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:53:51,2026-08-06T12:54:15
ID000059,Cameron-Diaz,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:54:16,2026-08-06T12:54:22
ID000059,Cameron-Diaz,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:54:22,2026-08-06T12:54:28
ID000059,Cameron-Diaz,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:54:28,2026-08-06T12:54:34
ID000059,Cameron-Diaz,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T12:54:34,2026-08-06T12:54:44
ID000349,Thomas-Jeffrey-Hanks,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:54:45,2026-08-06T12:55:02
ID000349,Thomas-Jeffrey-Hanks,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:55:02,2026-08-06T12:55:32
ID000349,Thomas-Jeffrey-Hanks,01.webp,Fake,No,,No,No,No,,No,2026-08-06T12:55:33,2026-08-06T12:55:45
ID000349,Thomas-Jeffrey-Hanks,04.jpg,Fake,No,,No,Yes,No,,No,2026-08-06T12:55:45,2026-08-06T12:55:55
ID000349,Thomas-Jeffrey-Hanks,05.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:55:55,2026-08-06T12:56:04
ID000349,Thomas-Jeffrey-Hanks,05.png,Fake,Yes,,Yes,No,No,,No,2026-08-06T12:56:16,2026-08-06T12:56:22
ID000327,Selena-Gomez,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:56:22,2026-08-06T12:56:33
ID000327,Selena-Gomez,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:56:33,2026-08-06T12:56:43
ID000327,Selena-Gomez,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:56:43,2026-08-06T12:56:49
ID000327,Selena-Gomez,01.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:56:50,2026-08-06T12:56:57
ID000327,Selena-Gomez,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-06T12:56:57,2026-08-06T12:57:08
ID000327,Selena-Gomez,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:57:08,2026-08-06T12:57:15
ID000141,Hiroyuki-Sanada,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:57:19,2026-08-06T12:57:38
ID000141,Hiroyuki-Sanada,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:57:38,2026-08-06T12:57:46
ID000141,Hiroyuki-Sanada,01.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T12:57:47,2026-08-06T12:57:54
ID000141,Hiroyuki-Sanada,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T12:57:54,2026-08-06T12:59:41
ID000214,Kiefer-Sutherland,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T12:59:55,2026-08-06T13:00:25
ID000214,Kiefer-Sutherland,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:00:25,2026-08-06T13:00:42
ID000214,Kiefer-Sutherland,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:00:44,2026-08-06T13:00:58
ID000214,Kiefer-Sutherland,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:00:58,2026-08-06T13:01:05
ID000214,Kiefer-Sutherland,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:01:05,2026-08-06T13:01:14
ID000214,Kiefer-Sutherland,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-06T13:01:14,2026-08-06T13:01:29
ID000214,Kiefer-Sutherland,05.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T13:01:30,2026-08-06T13:01:38
ID000384,kriti-sanon,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:01:46,2026-08-06T13:01:57
ID000384,kriti-sanon,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:01:58,2026-08-06T13:02:07
ID000384,kriti-sanon,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:02:07,2026-08-06T13:02:17
ID000334,Shreya-GhoshalI,01.jpg,Real,Yes,Yes,Yes,No,,,No,2026-08-06T13:02:18,2026-08-06T13:02:47
ID000334,Shreya-GhoshalI,02.jpg,Real,Yes,Yes,Yes,No,,,No,2026-08-06T13:02:47,2026-08-06T13:03:06
ID000334,Shreya-GhoshalI,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:03:50,2026-08-06T13:03:53
ID000334,Shreya-GhoshalI,05.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T13:03:54,2026-08-06T13:04:11
ID000334,Shreya-GhoshalI,05.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:04:11,2026-08-06T13:04:18
ID000009,Albert-Eienstain,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:04:19,2026-08-06T13:04:30
ID000009,Albert-Eienstain,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:04:30,2026-08-06T13:04:38
ID000009,Albert-Eienstain,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:04:39,2026-08-06T13:04:45
ID000009,Albert-Eienstain,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:04:45,2026-08-06T13:04:51
ID000009,Albert-Eienstain,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-06T13:04:51,2026-08-06T13:04:58
ID000009,Albert-Eienstain,05.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:04:58,2026-08-06T13:05:04
ID000207,Keira-Knightley,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:05:11,2026-08-06T13:05:49
ID000207,Keira-Knightley,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:05:49,2026-08-06T13:06:52
ID000207,Keira-Knightley,03.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:06:52,2026-08-06T13:06:58
ID000207,Keira-Knightley,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:06:59,2026-08-06T13:07:06
ID000207,Keira-Knightley,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:07:06,2026-08-06T13:07:12
ID000207,Keira-Knightley,03.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T13:07:12,2026-08-06T13:07:21
ID000207,Keira-Knightley,04.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T13:07:21,2026-08-06T13:07:30
ID000207,Keira-Knightley,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:07:30,2026-08-06T13:07:37
ID000207,Keira-Knightley,06.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-06T13:07:37,2026-08-06T13:07:44
ID000245,Mark-Zukerberg,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:08:01,2026-08-06T13:08:39
ID000245,Mark-Zukerberg,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:08:39,2026-08-06T13:08:50
ID000245,Mark-Zukerberg,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:08:50,2026-08-06T13:09:01
ID000245,Mark-Zukerberg,01.jpg,Fake,Yes,,No,Yes,Yes,,No,2026-08-06T13:09:03,2026-08-06T13:09:12
ID000245,Mark-Zukerberg,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:09:13,2026-08-06T13:09:25
ID000245,Mark-Zukerberg,03.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T13:09:25,2026-08-06T13:09:33
ID000183,John-Leguizamo,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:09:38,2026-08-06T13:10:06
ID000183,John-Leguizamo,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:10:06,2026-08-06T13:10:25
ID000183,John-Leguizamo,01.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T13:10:26,2026-08-06T13:10:41
ID000183,John-Leguizamo,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T13:10:41,2026-08-06T13:10:53
ID000177,Jim-Carrey,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:11:17,2026-08-06T13:11:34
ID000177,Jim-Carrey,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:11:34,2026-08-06T13:11:40
ID000177,Jim-Carrey,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T13:11:41,2026-08-06T13:11:50
ID000177,Jim-Carrey,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T13:11:50,2026-08-06T13:11:57
ID000177,Jim-Carrey,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:11:58,2026-08-06T13:12:10
ID000254,Mesut-Ozil,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:12:13,2026-08-06T13:12:40
ID000254,Mesut-Ozil,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:12:40,2026-08-06T13:12:45
ID000254,Mesut-Ozil,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:12:46,2026-08-06T13:12:56
ID000254,Mesut-Ozil,02.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-06T13:12:56,2026-08-06T13:13:05
ID000329,Shai-Hope,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:13:17,2026-08-06T13:13:35
ID000329,Shai-Hope,02.png,Real,Yes,Yes,Yes,No,,,No,2026-08-06T13:13:35,2026-08-06T13:13:48
ID000329,Shai-Hope,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:13:49,2026-08-06T13:13:57
ID000329,Shai-Hope,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-06T13:13:58,2026-08-06T13:14:06
ID000329,Shai-Hope,1.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-06T13:14:06,2026-08-06T13:14:16
ID000336,Sigourney-Weaver,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:14:17,2026-08-06T13:15:31
ID000336,Sigourney-Weaver,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:15:31,2026-08-06T13:15:48
ID000336,Sigourney-Weaver,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:15:51,2026-08-06T13:16:00
ID000336,Sigourney-Weaver,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:16:00,2026-08-06T13:16:24
ID000336,Sigourney-Weaver,03.jpg,Fake,No,,Yes,No,No,,No,2026-08-06T13:16:24,2026-08-06T13:16:35
ID000336,Sigourney-Weaver,04.jpg,Fake,No,,Yes,No,No,,No,2026-08-06T13:16:35,2026-08-06T13:16:46
ID000039,Bashar-al-Assad,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:16:48,2026-08-06T13:17:16
ID000039,Bashar-al-Assad,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-06T13:17:16,2026-08-06T13:17:49
ID000039,Bashar-al-Assad,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-06T13:17:50,2026-08-06T13:18:00
