ID,Celebrity,Image,Type,Identity,Reliable,SingleFace,Quality,Artifact,Artifact_Explanation,Selected,AnnotationStart,AnnotationEnd
ID000157,Jack-MA,01.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:25:03,2026-08-07T13:25:06
ID000157,Jack-MA,1.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:25:06,2026-08-07T13:25:12
ID000090,Domhnall-Gleeson,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:25:13,2026-08-07T13:25:30
ID000090,Domhnall-Gleeson,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:25:30,2026-08-07T13:25:34
ID000090,Domhnall-Gleeson,01.jpg,Fake,No,,Yes,Yes,No,Different Person,No,2026-08-07T13:26:17,2026-08-07T13:26:18
ID000090,Domhnall-Gleeson,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:26:20,2026-08-07T13:26:21
ID000090,Domhnall-Gleeson,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:26:21,2026-08-07T13:26:25
ID000090,Domhnall-Gleeson,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T13:26:25,2026-08-07T13:26:31
ID000090,Domhnall-Gleeson,05.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:26:31,2026-08-07T13:26:37
ID000090,Domhnall-Gleeson,06.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:26:37,2026-08-07T13:26:50
ID000194,Josh-Hutcherson,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:27:05,2026-08-07T13:27:11
ID000194,Josh-Hutcherson,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:27:11,2026-08-07T13:27:17
ID000194,Josh-Hutcherson,01.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:27:19,2026-08-07T13:27:26
ID000194,Josh-Hutcherson,02.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:27:26,2026-08-07T13:27:38
ID000167,Jeff-Bridges,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:27:47,2026-08-07T13:28:16
ID000167,Jeff-Bridges,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:28:16,2026-08-07T13:28:42
ID000167,Jeff-Bridges,01.webp,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:28:44,2026-08-07T13:29:07
ID000167,Jeff-Bridges,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:29:07,2026-08-07T13:29:22
ID000167,Jeff-Bridges,03.jpg,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T13:29:22,2026-08-07T13:29:46
ID000374,Zhong-Huijuan,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:29:47,2026-08-07T13:29:56
ID000374,Zhong-Huijuan,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:29:56,2026-08-07T13:30:01
ID000374,Zhong-Huijuan,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:30:01,2026-08-07T13:30:13
ID000374,Zhong-Huijuan,01.png,Fake,No,,No,Yes,Yes,,No,2026-08-07T13:30:14,2026-08-07T13:30:24
ID000113,Faye-Dunaway,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:30:25,2026-08-07T13:30:40
ID000113,Faye-Dunaway,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:30:41,2026-08-07T13:30:49
ID000113,Faye-Dunaway,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:30:49,2026-08-07T13:30:54
ID000270,Monica-Bellucci,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:30:57,2026-08-07T13:31:02
ID000270,Monica-Bellucci,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:31:03,2026-08-07T13:31:08
ID000270,Monica-Bellucci,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:31:08,2026-08-07T13:31:12
ID000270,Monica-Bellucci,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T13:31:12,2026-08-07T13:31:15
ID000270,Monica-Bellucci,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:31:15,2026-08-07T13:31:25
ID000322,Sanna-Marin,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:31:32,2026-08-07T13:31:38
ID000322,Sanna-Marin,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:31:38,2026-08-07T13:31:57
ID000322,Sanna-Marin,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T13:31:58,2026-08-07T13:32:06
ID000322,Sanna-Marin,04.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T13:32:06,2026-08-07T13:32:18
ID000322,Sanna-Marin,05.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-07T13:32:18,2026-08-07T13:32:32
ID000395,tom-holland,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T13:32:34,2026-08-07T14:09:20
ID000395,tom-holland,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:09:20,2026-08-07T14:09:29
ID000395,tom-holland,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:09:29,2026-08-07T14:09:32
ID000395,tom-holland,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:09:33,2026-08-07T14:09:38
ID000395,tom-holland,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:09:38,2026-08-07T14:09:46
ID000395,tom-holland,03.png,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:09:46,2026-08-07T14:09:51
ID000395,tom-holland,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T14:09:51,2026-08-07T14:10:01
ID000395,tom-holland,05.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:10:01,2026-08-07T14:10:18
ID000043,Benedict-Cumberbatch,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:10:43,2026-08-07T14:10:49
ID000043,Benedict-Cumberbatch,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:10:49,2026-08-07T14:10:53
ID000043,Benedict-Cumberbatch,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:10:54,2026-08-07T14:10:57
ID000043,Benedict-Cumberbatch,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:10:58,2026-08-07T14:11:03
ID000043,Benedict-Cumberbatch,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:11:03,2026-08-07T14:11:08
ID000043,Benedict-Cumberbatch,04.webp,Fake,Yes,,Yes,No,Yes,,No,2026-08-07T14:11:08,2026-08-07T14:11:14
ID000154,Ishan-Kishan,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:11:16,2026-08-07T14:11:22
ID000154,Ishan-Kishan,01.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:11:22,2026-08-07T14:11:24
ID000154,Ishan-Kishan,images (2).jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:11:24,2026-08-07T14:11:27
ID000154,Ishan-Kishan,04.webp,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:11:28,2026-08-07T14:11:42
ID000154,Ishan-Kishan,images (1).jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:11:42,2026-08-07T14:11:52
ID000154,Ishan-Kishan,images.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:11:52,2026-08-07T14:11:59
ID000154,Ishan-Kishan,photo-with-ishan-kishan-ipl-stadium-1-optimized.webp,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:11:59,2026-08-07T14:12:03
ID000308,Robert-Redford,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:12:10,2026-08-07T14:12:15
ID000308,Robert-Redford,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:12:15,2026-08-07T14:12:19
ID000308,Robert-Redford,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:12:19,2026-08-07T14:12:22
ID000308,Robert-Redford,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:12:23,2026-08-07T14:12:35
ID000308,Robert-Redford,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:12:35,2026-08-07T14:12:42
ID000308,Robert-Redford,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:12:42,2026-08-07T14:12:45
ID000240,Maria-Corina-Machado,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:12:47,2026-08-07T14:12:58
ID000240,Maria-Corina-Machado,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:13:00,2026-08-07T14:13:07
ID000240,Maria-Corina-Machado,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:13:07,2026-08-07T14:13:10
ID000045,Benjamin-Netanyahu,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:13:11,2026-08-07T14:13:17
ID000045,Benjamin-Netanyahu,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:13:17,2026-08-07T14:13:20
ID000045,Benjamin-Netanyahu,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:13:20,2026-08-07T14:13:25
ID000045,Benjamin-Netanyahu,01.webp,Fake,Yes,,Yes,No,No,,No,2026-08-07T14:13:27,2026-08-07T14:13:34
ID000045,Benjamin-Netanyahu,02.jpg,Fake,No,,No,No,No,,No,2026-08-07T14:13:34,2026-08-07T14:13:48
ID000045,Benjamin-Netanyahu,03.png,Fake,Yes,,No,No,Yes,,No,2026-08-07T14:13:48,2026-08-07T14:14:03
ID000045,Benjamin-Netanyahu,04.png,Fake,Yes,,Yes,No,No,,No,2026-08-07T14:14:03,2026-08-07T14:14:19
ID000045,Benjamin-Netanyahu,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:14:19,2026-08-07T14:14:33
ID000346,Taeyeon,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:14:35,2026-08-07T14:14:39
ID000346,Taeyeon,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:14:40,2026-08-07T14:14:45
ID000346,Taeyeon,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:14:45,2026-08-07T14:14:50
ID000346,Taeyeon,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:14:50,2026-08-07T14:14:54
ID000346,Taeyeon,04.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:14:54,2026-08-07T14:14:59
ID000346,Taeyeon,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:14:59,2026-08-07T14:15:06
ID000346,Taeyeon,06.png,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:15:06,2026-08-07T14:15:09
ID000389,narendra-modi,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:15:30,2026-08-07T14:15:34
ID000389,narendra-modi,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:15:34,2026-08-07T14:15:37
ID000389,narendra-modi,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:15:37,2026-08-07T14:15:41
ID000389,narendra-modi,01.jpg,Fake,No,,Yes,No,Yes,,No,2026-08-07T14:15:42,2026-08-07T14:15:50
ID000389,narendra-modi,01.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:15:50,2026-08-07T14:15:59
ID000389,narendra-modi,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:15:59,2026-08-07T14:16:04
ID000389,narendra-modi,63.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:16:04,2026-08-07T14:16:07
ID000332,Shia-LaBeouf,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:16:09,2026-08-07T14:16:19
ID000332,Shia-LaBeouf,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:16:19,2026-08-07T14:16:24
ID000332,Shia-LaBeouf,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:16:24,2026-08-07T14:16:27
ID000332,Shia-LaBeouf,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:16:29,2026-08-07T14:16:33
ID000332,Shia-LaBeouf,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T14:16:33,2026-08-07T14:16:42
ID000017,Amber-Heard,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:16:44,2026-08-07T14:16:49
ID000017,Amber-Heard,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:16:54,2026-08-07T14:16:57
ID000017,Amber-Heard,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:16:57,2026-08-07T14:17:00
ID000017,Amber-Heard,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:17:00,2026-08-07T14:17:03
ID000017,Amber-Heard,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:17:03,2026-08-07T14:17:06
ID000218,Kristin-Scott-Thomas,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:17:20,2026-08-07T14:17:24
ID000218,Kristin-Scott-Thomas,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:17:25,2026-08-07T14:17:30
ID000376,aane-Hathaway,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:17:32,2026-08-07T14:17:35
ID000376,aane-Hathaway,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:17:35,2026-08-07T14:17:37
ID000376,aane-Hathaway,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:17:38,2026-08-07T14:17:42
ID000376,aane-Hathaway,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:17:42,2026-08-07T14:17:45
ID000376,aane-Hathaway,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:17:45,2026-08-07T14:17:52
ID000072,Christian-Bale,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:17:55,2026-08-07T14:17:59
ID000072,Christian-Bale,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:18:00,2026-08-07T14:18:03
ID000072,Christian-Bale,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:18:03,2026-08-07T14:18:05
ID000072,Christian-Bale,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:18:05,2026-08-07T14:18:09
ID000072,Christian-Bale,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T14:18:09,2026-08-07T14:18:19
ID000072,Christian-Bale,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:18:19,2026-08-07T14:18:24
ID000012,Alex-Cooper,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:18:33,2026-08-07T14:19:33
ID000012,Alex-Cooper,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:19:33,2026-08-07T14:19:36
ID000012,Alex-Cooper,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:19:36,2026-08-07T14:19:43
ID000012,Alex-Cooper,01.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-07T14:19:45,2026-08-07T14:19:56
ID000012,Alex-Cooper,02.png,Fake,No,,Yes,No,Yes,,No,2026-08-07T14:19:56,2026-08-07T14:20:02
ID000050,Blair-Parry-Okeden,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:20:04,2026-08-07T14:20:15
ID000050,Blair-Parry-Okeden,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:20:15,2026-08-07T14:20:17
ID000050,Blair-Parry-Okeden,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T14:20:50,2026-08-07T14:20:56
ID000050,Blair-Parry-Okeden,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T14:21:00,2026-08-07T14:21:00
ID000050,Blair-Parry-Okeden,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T14:21:00,2026-08-07T14:21:04
ID000291,Paul-Newman,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:05,2026-08-07T14:21:09
ID000291,Paul-Newman,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:10,2026-08-07T14:21:13
ID000291,Paul-Newman,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:21:14,2026-08-07T14:21:17
ID000291,Paul-Newman,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T14:21:18,2026-08-07T14:21:21
ID000291,Paul-Newman,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:21:21,2026-08-07T14:21:29
ID000290,Patrick-Wilson,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:31,2026-08-07T14:21:36
ID000290,Patrick-Wilson,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:36,2026-08-07T14:21:41
ID000290,Patrick-Wilson,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:21:43,2026-08-07T14:21:47
ID000121,George-Clooney,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:49,2026-08-07T14:21:52
ID000121,George-Clooney,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:52,2026-08-07T14:21:56
ID000121,George-Clooney,03.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:21:56,2026-08-07T14:22:21
ID000121,George-Clooney,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:22:22,2026-08-07T14:22:26
ID000121,George-Clooney,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:22:26,2026-08-07T14:22:28
ID000121,George-Clooney,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:22:28,2026-08-07T14:22:32
ID000121,George-Clooney,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:22:32,2026-08-07T14:22:37
ID000121,George-Clooney,05.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:22:37,2026-08-07T14:22:40
ID000034,Audrey-Hepburn,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:22:45,2026-08-07T14:22:49
ID000034,Audrey-Hepburn,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:22:49,2026-08-07T14:22:52
ID000034,Audrey-Hepburn,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:22:52,2026-08-07T14:22:57
ID000034,Audrey-Hepburn,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:22:58,2026-08-07T14:23:06
ID000034,Audrey-Hepburn,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:23:06,2026-08-07T14:23:18
ID000034,Audrey-Hepburn,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:23:18,2026-08-07T14:23:22
ID000034,Audrey-Hepburn,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T14:23:22,2026-08-07T14:23:26
ID000183,John-Leguizamo,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:23:33,2026-08-07T14:23:40
ID000183,John-Leguizamo,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:23:40,2026-08-07T14:23:45
ID000183,John-Leguizamo,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T14:23:46,2026-08-07T14:23:53
ID000183,John-Leguizamo,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T14:23:54,2026-08-07T14:24:00
ID000348,Thomas-Jane,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:24:01,2026-08-07T14:24:05
ID000348,Thomas-Jane,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:24:05,2026-08-07T14:24:08
ID000348,Thomas-Jane,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T14:24:08,2026-08-07T14:24:11
ID000348,Thomas-Jane,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T14:24:12,2026-08-07T14:24:19
