ID,Celebrity,Image,Type,Identity,Reliable,SingleFace,Quality,Artifact,Artifact_Explanation,Selected,AnnotationStart,AnnotationEnd
ID000014,Alia-Butt,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:00:31,2026-08-07T16:00:37
ID000014,Alia-Butt,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:00:37,2026-08-07T16:00:41
ID000014,Alia-Butt,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:00:41,2026-08-07T16:00:46
ID000014,Alia-Butt,01.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T16:00:47,2026-08-07T16:01:07
ID000014,Alia-Butt,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:01:07,2026-08-07T16:01:15
ID000014,Alia-Butt,03.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-07T16:01:15,2026-08-07T16:01:25
ID000014,Alia-Butt,04.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:01:25,2026-08-07T16:01:31
ID000170,Jennifer-Aniston,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:01:34,2026-08-07T16:01:39
ID000170,Jennifer-Aniston,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:01:39,2026-08-07T16:01:43
ID000170,Jennifer-Aniston,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:01:45,2026-08-07T16:01:48
ID000170,Jennifer-Aniston,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:01:51,2026-08-07T16:02:32
ID000307,Robert-Englund,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:02:34,2026-08-07T16:03:20
ID000307,Robert-Englund,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:03:21,2026-08-07T16:03:31
ID000307,Robert-Englund,02.png,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:03:31,2026-08-07T16:03:47
ID000363,Vladimir-Vladimirovich-Putin-i,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:03:48,2026-08-07T16:04:10
ID000363,Vladimir-Vladimirovich-Putin-i,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:04:10,2026-08-07T16:04:21
ID000363,Vladimir-Vladimirovich-Putin-i,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:04:22,2026-08-07T16:04:30
ID000363,Vladimir-Vladimirovich-Putin-i,02.jpg,Fake,Yes,,Yes,No,No,,No,2026-08-07T16:04:30,2026-08-07T16:04:53
ID000363,Vladimir-Vladimirovich-Putin-i,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:04:53,2026-08-07T16:05:02
ID000363,Vladimir-Vladimirovich-Putin-i,04.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:05:02,2026-08-07T16:05:10
ID000363,Vladimir-Vladimirovich-Putin-i,05.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:05:10,2026-08-07T16:05:16
ID000363,Vladimir-Vladimirovich-Putin-i,06.png,Fake,Yes,,No,Yes,Yes,distortion in vine glass,No,2026-08-07T16:05:17,2026-08-07T16:05:47
ID000363,Vladimir-Vladimirovich-Putin-i,07.webp,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:05:47,2026-08-07T16:06:11
ID000114,Florian-Wirtz,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:06:19,2026-08-07T16:07:34
ID000114,Florian-Wirtz,1.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:07:34,2026-08-07T16:07:52
ID000114,Florian-Wirtz,01.jpg,Fake,No,,Yes,No,Yes,,No,2026-08-07T16:07:53,2026-08-07T16:08:01
ID000114,Florian-Wirtz,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:08:01,2026-08-07T16:08:14
ID000114,Florian-Wirtz,03.jpg,Fake,No,,Yes,Yes,Yes,shadows,No,2026-08-07T16:08:14,2026-08-07T16:08:33
ID000114,Florian-Wirtz,04.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:08:33,2026-08-07T16:09:05
ID000114,Florian-Wirtz,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:09:05,2026-08-07T16:09:12
ID000028,Antonio-Banderas,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:09:13,2026-08-07T16:09:25
ID000028,Antonio-Banderas,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:09:25,2026-08-07T16:09:29
ID000028,Antonio-Banderas,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:09:30,2026-08-07T16:09:37
ID000028,Antonio-Banderas,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:09:37,2026-08-07T16:09:42
ID000028,Antonio-Banderas,03.jpg,Fake,Yes,,Yes,Yes,Yes,hand in bowl is distorted,Yes,2026-08-07T16:09:43,2026-08-07T16:10:04
ID000028,Antonio-Banderas,04.jpg,Fake,No,,Yes,Yes,Yes,cartoon like features,No,2026-08-07T16:10:04,2026-08-07T16:10:22
ID000028,Antonio-Banderas,05.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:10:22,2026-08-07T16:10:29
ID000199,Justin-Timberlake,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:10:32,2026-08-07T16:10:43
ID000199,Justin-Timberlake,02.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:10:43,2026-08-07T16:10:51
ID000199,Justin-Timberlake,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:10:51,2026-08-07T16:11:20
ID000199,Justin-Timberlake,02.jpg,Fake,Yes,,No,Yes,No,,No,2026-08-07T16:11:21,2026-08-07T16:11:57
ID000199,Justin-Timberlake,03.jpg,Fake,No,,Yes,Yes,Yes,cartoon like features,No,2026-08-07T16:11:57,2026-08-07T16:12:08
ID000324,Sean-Penn,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:12:10,2026-08-07T16:12:24
ID000324,Sean-Penn,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:12:24,2026-08-07T16:12:29
ID000324,Sean-Penn,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:12:31,2026-08-07T16:12:38
ID000324,Sean-Penn,02.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:12:38,2026-08-07T16:12:43
ID000324,Sean-Penn,03.jpg,Fake,No,,No,Yes,No,,No,2026-08-07T16:12:43,2026-08-07T16:12:58
ID000323,Sarah-Michelle-Gellar,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:12:59,2026-08-07T16:13:18
ID000323,Sarah-Michelle-Gellar,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:13:18,2026-08-07T16:13:22
ID000323,Sarah-Michelle-Gellar,01.jpg,Fake,Yes,,Yes,Yes,Yes,cartoon like image,Yes,2026-08-07T16:13:23,2026-08-07T16:13:36
ID000323,Sarah-Michelle-Gellar,02.jpg,Fake,Yes,,Yes,Yes,Yes,animation,Yes,2026-08-07T16:13:36,2026-08-07T16:13:47
ID000323,Sarah-Michelle-Gellar,03.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:13:47,2026-08-07T16:13:54
ID000323,Sarah-Michelle-Gellar,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:13:54,2026-08-07T16:13:58
ID000090,Domhnall-Gleeson,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:14:01,2026-08-07T16:14:17
ID000090,Domhnall-Gleeson,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:14:17,2026-08-07T16:14:20
ID000090,Domhnall-Gleeson,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:14:21,2026-08-07T16:14:27
ID000090,Domhnall-Gleeson,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:14:27,2026-08-07T16:14:39
ID000090,Domhnall-Gleeson,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:14:39,2026-08-07T16:14:44
ID000090,Domhnall-Gleeson,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:14:44,2026-08-07T16:14:49
ID000090,Domhnall-Gleeson,05.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:14:49,2026-08-07T16:14:52
ID000090,Domhnall-Gleeson,06.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:14:52,2026-08-07T16:15:00
ID000228,Lindsay-Lohan,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:15:17,2026-08-07T16:15:28
ID000228,Lindsay-Lohan,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:15:30,2026-08-07T16:15:33
ID000228,Lindsay-Lohan,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:15:35,2026-08-07T16:15:46
ID000228,Lindsay-Lohan,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:15:46,2026-08-07T16:15:50
ID000228,Lindsay-Lohan,05.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:15:50,2026-08-07T16:15:57
ID000177,Jim-Carrey,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:16:15,2026-08-07T16:16:36
ID000177,Jim-Carrey,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:16:36,2026-08-07T16:16:40
ID000177,Jim-Carrey,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:16:41,2026-08-07T16:16:47
ID000177,Jim-Carrey,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:16:47,2026-08-07T16:16:52
ID000177,Jim-Carrey,03.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:16:53,2026-08-07T16:16:57
ID000198,Jungkook,01.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:16:58,2026-08-07T16:17:04
ID000198,Jungkook,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:17:04,2026-08-07T16:17:18
ID000198,Jungkook,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:17:19,2026-08-07T16:17:24
ID000198,Jungkook,02.jpg,Fake,Yes,,Yes,Yes,Yes,fingers are distorted,Yes,2026-08-07T16:17:24,2026-08-07T16:17:55
ID000198,Jungkook,03.jpg,Fake,Yes,,Yes,Yes,Yes,dress and tie are distorted,No,2026-08-07T16:17:55,2026-08-07T16:18:24
ID000198,Jungkook,04.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:18:25,2026-08-07T16:18:30
ID000070,Chris-Cooper,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:18:39,2026-08-07T16:19:31
ID000070,Chris-Cooper,02.webp,Real,Yes,Yes,Yes,Yes,,,No,2026-08-07T16:19:31,2026-08-07T16:20:06
ID000070,Chris-Cooper,02.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:20:16,2026-08-07T16:20:21
ID000037,Babar-Azam,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:20:22,2026-08-07T16:20:28
ID000037,Babar-Azam,02.png,Real,Yes,Yes,Yes,No,,,No,2026-08-07T16:20:28,2026-08-07T16:20:34
ID000037,Babar-Azam,01.jpg,Fake,No,,Yes,Yes,Yes,fingers distorted,No,2026-08-07T16:20:35,2026-08-07T16:21:04
ID000037,Babar-Azam,04.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:21:04,2026-08-07T16:21:14
ID000358,Tony-Leung-Chiu-Wai,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:21:16,2026-08-07T16:21:34
ID000358,Tony-Leung-Chiu-Wai,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:21:36,2026-08-07T16:21:43
ID000358,Tony-Leung-Chiu-Wai,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:21:45,2026-08-07T16:22:00
ID000358,Tony-Leung-Chiu-Wai,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:22:05,2026-08-07T16:22:17
ID000358,Tony-Leung-Chiu-Wai,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:22:18,2026-08-07T16:22:28
ID000164,Jason-Statham,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:22:29,2026-08-07T16:22:52
ID000164,Jason-Statham,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:22:53,2026-08-07T16:23:01
ID000282,Nicky-Campbell,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:23:03,2026-08-07T16:23:26
ID000282,Nicky-Campbell,02.jpg,Real,No,Yes,Yes,Yes,,,No,2026-08-07T16:23:26,2026-08-07T16:24:03
ID000282,Nicky-Campbell,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:24:03,2026-08-07T16:24:15
ID000282,Nicky-Campbell,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:24:16,2026-08-07T16:24:24
ID000282,Nicky-Campbell,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:24:24,2026-08-07T16:24:32
ID000282,Nicky-Campbell,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:24:32,2026-08-07T16:24:37
ID000075,Christopher-Nolan,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:24:38,2026-08-07T16:24:52
ID000075,Christopher-Nolan,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:24:52,2026-08-07T16:25:35
ID000075,Christopher-Nolan,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:25:35,2026-08-07T16:25:41
ID000075,Christopher-Nolan,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:25:42,2026-08-07T16:26:40
ID000075,Christopher-Nolan,02.jpg,Fake,Yes,,No,Yes,No,,No,2026-08-07T16:26:40,2026-08-07T16:26:54
ID000075,Christopher-Nolan,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:26:54,2026-08-07T16:26:59
ID000046,Benson-Boone,01.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:27:00,2026-08-07T16:27:15
ID000046,Benson-Boone,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:27:15,2026-08-07T16:28:19
ID000046,Benson-Boone,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:28:20,2026-08-07T16:28:40
ID000046,Benson-Boone,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:28:40,2026-08-07T16:28:47
ID000046,Benson-Boone,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:28:47,2026-08-07T16:28:58
ID000046,Benson-Boone,04.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:28:58,2026-08-07T16:29:16
ID000289,Patrick-Stewart,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:29:17,2026-08-07T16:29:29
ID000289,Patrick-Stewart,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:29:29,2026-08-07T16:29:33
ID000289,Patrick-Stewart,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:29:34,2026-08-07T16:29:39
ID000289,Patrick-Stewart,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T16:29:39,2026-08-07T16:29:45
ID000289,Patrick-Stewart,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:29:45,2026-08-07T16:29:50
ID000289,Patrick-Stewart,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T16:29:50,2026-08-07T16:29:59
ID000332,Shia-LaBeouf,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:30:02,2026-08-07T16:30:16
ID000332,Shia-LaBeouf,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:30:16,2026-08-07T16:30:23
ID000332,Shia-LaBeouf,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:30:23,2026-08-07T16:30:45
ID000332,Shia-LaBeouf,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:30:46,2026-08-07T16:30:54
ID000332,Shia-LaBeouf,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:30:55,2026-08-07T16:31:01
ID000317,Rupert-Grint,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:31:02,2026-08-07T16:31:14
ID000317,Rupert-Grint,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:31:14,2026-08-07T16:31:23
ID000317,Rupert-Grint,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:31:25,2026-08-07T16:31:30
ID000317,Rupert-Grint,02.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T16:31:31,2026-08-07T16:31:35
ID000317,Rupert-Grint,03.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:31:35,2026-08-07T16:31:44
ID000317,Rupert-Grint,04.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T16:31:44,2026-08-07T16:31:53
ID000359,V-BTS,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:31:54,2026-08-07T16:32:01
ID000359,V-BTS,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:32:01,2026-08-07T16:32:20
ID000359,V-BTS,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:32:22,2026-08-07T16:32:36
ID000359,V-BTS,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:32:36,2026-08-07T16:32:45
ID000359,V-BTS,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T16:32:46,2026-08-07T16:32:50
ID000359,V-BTS,04.png,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T16:32:50,2026-08-07T16:33:01
ID000078,Cristanio-Ronaldo,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:33:32,2026-08-07T16:33:38
ID000078,Cristanio-Ronaldo,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T16:33:38,2026-08-07T16:33:43
