ID,Celebrity,Image,Type,Identity,Reliable,SingleFace,Quality,Artifact,Artifact_Explanation,Selected,AnnotationStart,AnnotationEnd
ID000081,Daniel-Radcliffe,06.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:36:06,2026-08-07T11:36:13
ID000100,Emily-Blunt,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:36:40,2026-08-07T11:37:04
ID000100,Emily-Blunt,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:37:05,2026-08-07T11:37:15
ID000100,Emily-Blunt,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:37:15,2026-08-07T11:37:49
ID000100,Emily-Blunt,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:37:49,2026-08-07T11:37:55
ID000100,Emily-Blunt,04.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:37:55,2026-08-07T11:38:07
ID000091,Dustin-Hoffman,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:38:37,2026-08-07T11:39:02
ID000091,Dustin-Hoffman,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:39:03,2026-08-07T11:39:26
ID000091,Dustin-Hoffman,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:39:26,2026-08-07T11:39:40
ID000142,Holly-Hunter,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:39:41,2026-08-07T11:39:52
ID000142,Holly-Hunter,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:39:52,2026-08-07T11:39:57
ID000142,Holly-Hunter,01.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:39:59,2026-08-07T11:40:08
ID000132,Hande-Ercel,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:40:09,2026-08-07T11:40:20
ID000132,Hande-Ercel,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:40:20,2026-08-07T11:40:28
ID000132,Hande-Ercel,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:40:30,2026-08-07T11:40:38
ID000132,Hande-Ercel,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:40:38,2026-08-07T11:40:50
ID000132,Hande-Ercel,04.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:40:50,2026-08-07T11:40:57
ID000357,Tom-Hardy,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:40:59,2026-08-07T11:41:30
ID000357,Tom-Hardy,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:41:32,2026-08-07T11:41:37
ID000357,Tom-Hardy,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:41:38,2026-08-07T11:41:44
ID000357,Tom-Hardy,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:41:44,2026-08-07T11:41:53
ID000357,Tom-Hardy,04.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:41:54,2026-08-07T11:42:01
ID000357,Tom-Hardy,05.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:42:01,2026-08-07T11:42:10
ID000033,Ashton-Kutcher,01.jpg,Real,No,Yes,Yes,Yes,,,No,2026-08-07T11:42:22,2026-08-07T11:42:49
ID000033,Ashton-Kutcher,02.jpg,Real,No,Yes,Yes,Yes,,,No,2026-08-07T11:42:49,2026-08-07T11:43:00
ID000033,Ashton-Kutcher,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:43:02,2026-08-07T11:43:10
ID000033,Ashton-Kutcher,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:43:10,2026-08-07T11:43:16
ID000131,Halle-Berry,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:43:18,2026-08-07T11:43:24
ID000131,Halle-Berry,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:43:24,2026-08-07T11:43:29
ID000131,Halle-Berry,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:43:31,2026-08-07T11:43:39
ID000131,Halle-Berry,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:43:40,2026-08-07T11:43:45
ID000131,Halle-Berry,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:43:45,2026-08-07T11:43:51
ID000169,Jennie,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:43:53,2026-08-07T11:44:00
ID000169,Jennie,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:44:00,2026-08-07T11:44:05
ID000169,Jennie,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:44:05,2026-08-07T11:44:10
ID000169,Jennie,01.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:44:11,2026-08-07T11:44:18
ID000169,Jennie,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:44:18,2026-08-07T11:44:24
ID000026,Anthony-Edwards,01.png,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:44:26,2026-08-07T11:44:33
ID000026,Anthony-Edwards,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:44:34,2026-08-07T11:44:39
ID000026,Anthony-Edwards,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:44:40,2026-08-07T11:44:47
ID000026,Anthony-Edwards,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:44:47,2026-08-07T11:44:55
ID000022,Angelina-Jolie,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:44:57,2026-08-07T11:45:02
ID000022,Angelina-Jolie,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:45:03,2026-08-07T11:45:07
ID000022,Angelina-Jolie,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:45:07,2026-08-07T11:45:13
ID000022,Angelina-Jolie,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:15,2026-08-07T11:45:21
ID000022,Angelina-Jolie,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:22,2026-08-07T11:45:27
ID000022,Angelina-Jolie,03.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:28,2026-08-07T11:45:33
ID000022,Angelina-Jolie,04.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:33,2026-08-07T11:45:38
ID000022,Angelina-Jolie,05.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:38,2026-08-07T11:45:43
ID000022,Angelina-Jolie,06.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:45:43,2026-08-07T11:45:49
ID000022,Angelina-Jolie,07.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:45:49,2026-08-07T11:45:57
ID000269,Mohammad-Albuty,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:46:03,2026-08-07T11:46:09
ID000269,Mohammad-Albuty,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:46:09,2026-08-07T11:46:14
ID000269,Mohammad-Albuty,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:46:16,2026-08-07T11:46:25
ID000383,keiko-kitagawa,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:46:27,2026-08-07T11:46:33
ID000383,keiko-kitagawa,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:46:33,2026-08-07T11:46:38
ID000383,keiko-kitagawa,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:46:38,2026-08-07T11:46:43
ID000383,keiko-kitagawa,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:46:45,2026-08-07T11:46:51
ID000383,keiko-kitagawa,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:46:51,2026-08-07T11:46:58
ID000383,keiko-kitagawa,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:46:59,2026-08-07T11:47:08
ID000320,Salma-Hayek,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:47:10,2026-08-07T11:47:16
ID000320,Salma-Hayek,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:47:16,2026-08-07T11:47:22
ID000320,Salma-Hayek,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:47:24,2026-08-07T11:47:32
ID000320,Salma-Hayek,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:47:32,2026-08-07T11:47:39
ID000320,Salma-Hayek,04.png,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:47:39,2026-08-07T11:47:49
ID000320,Salma-Hayek,05.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:47:50,2026-08-07T11:47:59
ID000072,Christian-Bale,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:48:00,2026-08-07T11:48:26
ID000072,Christian-Bale,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:48:27,2026-08-07T11:48:33
ID000072,Christian-Bale,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:48:33,2026-08-07T11:48:38
ID000072,Christian-Bale,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:48:38,2026-08-07T11:48:45
ID000072,Christian-Bale,04.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:48:45,2026-08-07T11:48:53
ID000072,Christian-Bale,05.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:48:53,2026-08-07T11:49:00
ID000262,Michelle-Pfeiffer,01.jpg,Real,No,Yes,Yes,Yes,,,No,2026-08-07T11:49:02,2026-08-07T11:49:14
ID000262,Michelle-Pfeiffer,02.jpg,Real,No,Yes,Yes,Yes,,,No,2026-08-07T11:49:14,2026-08-07T11:49:25
ID000262,Michelle-Pfeiffer,01.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:49:26,2026-08-07T11:49:37
ID000262,Michelle-Pfeiffer,02.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:49:37,2026-08-07T11:49:50
ID000262,Michelle-Pfeiffer,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:49:50,2026-08-07T11:49:58
ID000262,Michelle-Pfeiffer,04.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:49:58,2026-08-07T11:50:09
ID000361,Victor-Osimhen,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:50:13,2026-08-07T11:50:21
ID000361,Victor-Osimhen,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:50:21,2026-08-07T11:50:28
ID000361,Victor-Osimhen,01.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:50:30,2026-08-07T11:50:44
ID000361,Victor-Osimhen,02.png,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:50:44,2026-08-07T11:50:51
ID000361,Victor-Osimhen,04.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:50:51,2026-08-07T11:50:57
ID000361,Victor-Osimhen,05.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:50:57,2026-08-07T11:51:03
ID000361,Victor-Osimhen,images.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:51:03,2026-08-07T11:51:14
ID000361,Victor-Osimhen,photo-with-victor-osimhen-1-optimized.webp,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:51:14,2026-08-07T11:51:21
ID000069,Chlo-Grace-Moretz,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:51:26,2026-08-07T11:51:36
ID000069,Chlo-Grace-Moretz,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:51:36,2026-08-07T11:51:41
ID000069,Chlo-Grace-Moretz,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:51:41,2026-08-07T11:51:47
ID000069,Chlo-Grace-Moretz,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:51:49,2026-08-07T11:51:57
ID000069,Chlo-Grace-Moretz,02.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:51:58,2026-08-07T11:52:05
ID000069,Chlo-Grace-Moretz,03.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:52:05,2026-08-07T11:52:11
ID000069,Chlo-Grace-Moretz,04.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:52:11,2026-08-07T11:52:16
ID000069,Chlo-Grace-Moretz,05.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:52:16,2026-08-07T11:52:22
ID000069,Chlo-Grace-Moretz,06.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:52:22,2026-08-07T11:52:28
ID000316,Rose-Byrne,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:52:32,2026-08-07T11:52:40
ID000316,Rose-Byrne,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:52:40,2026-08-07T11:52:45
ID000316,Rose-Byrne,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:52:47,2026-08-07T11:52:58
ID000200,Justin-Trudeau,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:52:59,2026-08-07T11:53:25
ID000200,Justin-Trudeau,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:53:27,2026-08-07T11:53:34
ID000200,Justin-Trudeau,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:53:34,2026-08-07T11:53:40
ID000200,Justin-Trudeau,03.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:53:41,2026-08-07T11:53:47
ID000146,Ibrahim-Traoré,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:53:50,2026-08-07T11:54:12
ID000146,Ibrahim-Traoré,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:54:14,2026-08-07T11:54:21
ID000162,Jason-Biggs,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:54:23,2026-08-07T11:54:45
ID000162,Jason-Biggs,01.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:54:46,2026-08-07T11:54:56
ID000162,Jason-Biggs,02.jpg,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T11:54:57,2026-08-07T11:55:02
ID000162,Jason-Biggs,03.jpg,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:55:02,2026-08-07T11:55:09
ID000314,Rooney-Mara,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:55:10,2026-08-07T11:55:30
ID000314,Rooney-Mara,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:55:30,2026-08-07T11:55:37
ID000314,Rooney-Mara,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:55:39,2026-08-07T11:55:44
ID000314,Rooney-Mara,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:55:44,2026-08-07T11:55:51
ID000314,Rooney-Mara,03.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:55:51,2026-08-07T11:56:01
ID000314,Rooney-Mara,04.png,Fake,No,,Yes,Yes,No,,No,2026-08-07T11:56:01,2026-08-07T11:56:08
ID000227,Liam-Hemsworth,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:56:09,2026-08-07T11:56:20
ID000227,Liam-Hemsworth,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:56:20,2026-08-07T11:56:26
ID000227,Liam-Hemsworth,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:56:28,2026-08-07T11:56:34
ID000227,Liam-Hemsworth,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:56:35,2026-08-07T11:56:43
ID000227,Liam-Hemsworth,03.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:56:43,2026-08-07T11:56:50
ID000227,Liam-Hemsworth,04.png,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:56:50,2026-08-07T11:56:56
ID000227,Liam-Hemsworth,05.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:56:56,2026-08-07T11:57:01
ID000215,Kim-Jong-Un,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:57:06,2026-08-07T11:57:12
ID000215,Kim-Jong-Un,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:57:12,2026-08-07T11:57:16
ID000215,Kim-Jong-Un,03.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:57:17,2026-08-07T11:57:22
ID000215,Kim-Jong-Un,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:57:24,2026-08-07T11:57:30
ID000215,Kim-Jong-Un,02.png,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:57:31,2026-08-07T11:57:36
ID000215,Kim-Jong-Un,03.png,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:57:37,2026-08-07T11:57:44
ID000215,Kim-Jong-Un,04.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:57:44,2026-08-07T11:57:50
ID000101,Emma-Roberts,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:57:53,2026-08-07T11:58:00
ID000101,Emma-Roberts,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:58:00,2026-08-07T11:58:06
ID000101,Emma-Roberts,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:58:07,2026-08-07T11:58:13
ID000101,Emma-Roberts,02.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T11:58:13,2026-08-07T11:58:22
ID000101,Emma-Roberts,04.jpg,Fake,Yes,,Yes,Yes,No,,No,2026-08-07T11:58:22,2026-08-07T11:58:28
ID000101,Emma-Roberts,05.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:58:28,2026-08-07T11:58:33
ID000315,Rosario-Dawson,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:58:39,2026-08-07T11:58:45
ID000315,Rosario-Dawson,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:58:45,2026-08-07T11:58:49
ID000315,Rosario-Dawson,01.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T11:58:51,2026-08-07T11:58:56
ID000341,Steven-Seagal,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:58:58,2026-08-07T11:59:25
ID000341,Steven-Seagal,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T11:59:25,2026-08-07T11:59:29
ID000341,Steven-Seagal,01.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:59:31,2026-08-07T11:59:37
ID000341,Steven-Seagal,02.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:59:38,2026-08-07T11:59:42
ID000341,Steven-Seagal,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T11:59:42,2026-08-07T11:59:49
ID000390,riya-ulan,01 (2).png,Real,No,No,Yes,Yes,,,No,2026-08-07T11:59:50,2026-08-07T12:00:05
ID000390,riya-ulan,01.png,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T12:00:07,2026-08-07T12:00:13
ID000390,riya-ulan,120.png,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T12:00:13,2026-08-07T12:00:20
ID000362,Vin-Diesel,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T12:00:22,2026-08-07T12:00:36
ID000362,Vin-Diesel,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T12:00:36,2026-08-07T12:00:41
ID000362,Vin-Diesel,01.png,Fake,No,,Yes,Yes,Yes,,No,2026-08-07T12:00:43,2026-08-07T12:00:50
ID000362,Vin-Diesel,02.jpg,Fake,Yes,,Yes,Yes,Yes,,Yes,2026-08-07T12:00:51,2026-08-07T12:00:55
ID000362,Vin-Diesel,03.jpg,Fake,Yes,,Yes,Yes,No,,Yes,2026-08-07T12:00:55,2026-08-07T12:01:12
ID000303,Rinko-Kikuchi,01.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T12:01:14,2026-08-07T12:01:23
ID000303,Rinko-Kikuchi,02.jpg,Real,Yes,Yes,Yes,Yes,,,Yes,2026-08-07T12:01:23,2026-08-07T12:01:29
ID000303,Rinko-Kikuchi,01.jpg,Fake,Yes,,Yes,Yes,Yes,,No,2026-08-07T12:01:31,2026-08-07T12:01:37
