pool_a,file_a,pool_b,file_b,hamming_distance,cross_split
dff_c_train,38056217_1963-02-13_2008_Tom_Christiansen.jpg,dff_c_train,38084520_1963-02-13_2008_UserShlomifTom_Christiansen.jpg,0,False
dff_c_train,3832339_1979-07-14_2010_Robin_Szolkowy.jpg,dff_c_train,3832797_1984-01-19_2010_Aliona_Savchenko.jpg,0,False
dff_c_train,3905362_1985-03-02_2009_Maxim_Zavozin.jpg,dff_c_train,7828956_1985-04-08_2009_Nora_Hoffmann.jpg,0,False
dff_c_train,4043780_1979-08-15_2010_Tong_Jian.jpg,dff_c_train,4043894_1979-12-24_2010_Pang_Qing.jpg,0,False
dff_c_train,4164236_1977-06-05_2006_Chantal_Lefebvre.jpg,dff_c_train,8125665_1981-11-12_2006_Arseni_Markov.jpg,0,False
dff_c_train,41737699_1949-12-30_2006_UserKhamarDraft_article_on_Jerry_Coyne.jpg,dff_c_train,9213944_1949-12-30_2006_Jerry_Coyne.jpg,0,False
dff_c_train,42797657_1967-04-29_2010_UserSSEEGGilbertDan_Ariely.jpg,dff_c_train,8774721_1967-04-29_2010_Dan_Ariely.jpg,0,False
dff_c_train,43390598_1998-02-14_2014_Alice_Upcott.jpg,dff_c_train,43411455_1993-08-23_2014_Dominic_Smith.jpg,0,False
dff_c_train,45079676_1932-02-09_2005_UserKuNsT716sandbox.jpg,dff_c_train,810505_1932-02-09_2005_Gerhard_Richter.jpg,0,False
dff_c_train,5771517_1952-10-18_2011_Chuck_Lorre.jpg,dff_c_train,8063835_1989-09-18_2011_Lexie_Contursi.jpg,0,False
dff_c_train,7829308_1984-07-28_2009_Alexander_Grachev.jpg,dff_c_train,8075515_1986-08-28_2009_Anastasia_Platonova.jpg,0,False
dff_c_train,7847843_1984-05-10_2008_Brent_Bommentre.jpg,dff_c_train,7847853_1981-04-26_2008_Kimberly_Navarro.jpg,0,False
dff_c_train,7856893_1989-06-28_2012_Julia_Zlobina.jpg,dff_c_train,7856897_1986-05-23_2012_Alexei_Sitnikov.jpg,0,False
dff_c_train,7857081_1991-06-18_2008_Ksenia_Krasilnikova.jpg,dff_c_train,7857087_1988-03-22_2008_Konstantin_Bezmaternikh.jpg,0,False
dff_c_train,7857123_1993-01-28_2012_Vera_Bazarova.jpg,dff_c_train,7857132_1986-08-19_2012_Yuri_Larionov.jpg,0,False
dff_c_train,7973118_1981-05-16_2009_Sergei_Novitski.jpg,dff_c_train,7973150_1985-10-07_2009_Jana_Khokhlova.jpg,0,False
dff_c_train,7976751_1987-02-19_2011_Anna_Cappellini.jpg,dff_c_train,7976847_1985-07-30_2011_Luca_Lanotte.jpg,0,False
dff_c_train,7987405_1978-08-30_2009_Sinead_Kerr.jpg,dff_c_train,7987418_1980-06-02_2009_John_Kerr.jpg,0,False
dff_c_train,8009661_1986-03-12_2006_Dominika_Piatkowska.jpg,dff_c_train,8009688_1982-10-21_2006_Dmitri_Khromin.jpg,0,False
dff_c_train,9067503_1989-06-06_2006_Elena_Efaieva.jpg,dff_c_train,9067519_1984-03-11_2006_Alexei_Menshikov.jpg,0,False
dff_c_train,9078829_1985-10-10_2008_Ekaterina_Rubleva.jpg,dff_c_train,9078850_1983-02-19_2008_Ivan_Shefer.jpg,0,False
dff_c_train,9316627_1987-01-26_2011_Huang_Xintong.jpg,dff_c_train,9316684_1987-08-21_2011_Zheng_Xun.jpg,0,False
dff_c_val,10000548_1925-04-04_1964_Dettmar_Cramer.jpg,dff_c_val,19134604_1941-07-04_1964_Ryuichi_Sugiyama.jpg,4,False
dff_c_test,11818934_1949-09-20_1962_Stanley_Fafara.jpg,dff_c_test,7351528_1949-02-28_1962_Stephen_Talbot.jpg,0,False
dff_c_test,2156163_1975-01-29_2003_Galit_Chait.jpg,dff_c_test,2156183_1975-05-15_2003_Sergei_Sakhnovski.jpg,0,False
dffd_a_train,10020_Alexa_Chung.jpg,diffface,10020_Alexa_Chung.jpg,0,True
dffd_a_train,1003_Adrienne_Bailon.jpg,dffd_a_train,1528_Adrienne_Bailon.jpg,4,False
dffd_a_train,10042_Ray_J.jpg,diffface,10042_Ray_J.jpg,0,True
dffd_a_train,10056_Adriana_Cernanova.jpg,diffface,10056_Adriana_Cernanova.jpg,0,True
dffd_a_train,10062_Eric_Winter.jpg,diffface,10062_Eric_Winter.jpg,0,True
dffd_a_train,10084_James_Blunt.jpg,dffd_a_train,22363_James_Blunt.jpg,2,False
dffd_a_train,10084_James_Blunt.jpg,diffface,22363_James_Blunt.jpg,2,True
dffd_a_train,10098_Ross_Lynch.jpg,diffface,10098_Ross_Lynch.jpg,0,True
dffd_a_train,10100_Janine_Kunze.jpg,diffface,10100_Janine_Kunze.jpg,0,True
dffd_a_train,10112_Elize_du_Toit.jpg,diffface,10112_Elize_du_Toit.jpg,0,True
dffd_a_train,10129_Sara_Quin.jpg,diffface,10129_Sara_Quin.jpg,0,True
dffd_a_train,10193_June_Allyson.jpg,diffface,10193_June_Allyson.jpg,0,True
dffd_a_train,10196_Nikoleta_Lozanova.jpg,diffface,10196_Nikoleta_Lozanova.jpg,0,True
dffd_a_train,10218_Emilia_Fox.jpg,diffface,10218_Emilia_Fox.jpg,0,True
dffd_a_train,10226_Dave_Franco.jpg,diffface,10226_Dave_Franco.jpg,0,True
dffd_a_train,10237_Jackie_Cooper.jpg,diffface,10237_Jackie_Cooper.jpg,0,True
dffd_a_train,1024_Makenzie_Vega.jpg,diffface,1024_Makenzie_Vega.jpg,0,True
dffd_a_train,10261_Natalia_Streignard.jpg,dffd_a_train,11317_Natalia_Streignard.jpg,0,False
dffd_a_train,1027_Kimberly_Caldwell.jpg,diffface,1027_Kimberly_Caldwell.jpg,0,True
dffd_a_train,10282_Jillian_Michaels.jpg,diffface,10282_Jillian_Michaels.jpg,0,True
dffd_a_train,10286_Gillian_Zinser.jpg,diffface,10286_Gillian_Zinser.jpg,0,True
dffd_a_train,10296_Yvonne_Catterfeld.jpg,diffface,10296_Yvonne_Catterfeld.jpg,0,True
dffd_a_train,10318_Helen_Flanagan.jpg,dffd_a_train,12556_Helen_Flanagan.jpg,4,False
dffd_a_train,10344_Marion_Ravn.jpg,diffface,10344_Marion_Ravn.jpg,0,True
dffd_a_train,10346_Natalie_Wood.jpg,diffface,10346_Natalie_Wood.jpg,0,True
dffd_a_train,10348_Zayed_Khan.jpg,diffface,10348_Zayed_Khan.jpg,0,True
dffd_a_train,10356_Lorraine_Van_Wyk.jpg,dffd_a_train,10539_Lorraine_Van_Wyk.jpg,0,False
dffd_a_train,10356_Lorraine_Van_Wyk.jpg,diffface,10356_Lorraine_Van_Wyk.jpg,0,True
dffd_a_train,10373_Cosma_Shiva_Hagen.jpg,diffface,10373_Cosma_Shiva_Hagen.jpg,0,True
dffd_a_train,10409_Jane_Levy.jpg,dffd_a_train,8947_Jane_Levy.jpg,0,False
dffd_a_train,1040_Daria_Werbowy.jpg,dffd_a_train,18057_Daria_Werbowy.jpg,2,False
dffd_a_train,10415_Jacqui_Ainsley.jpg,diffface,10415_Jacqui_Ainsley.jpg,0,True
dffd_a_train,10417_Marie_Laforet.jpg,diffface,10417_Marie_Laforet.jpg,0,True
dffd_a_train,10446_Dan_Balan.jpg,diffface,10446_Dan_Balan.jpg,0,True
dffd_a_train,10454_Andrew_Lee_Potts.jpg,dffd_a_train,14483_Andrew_Lee_Potts.jpg,2,False
dffd_a_train,10485_Diana_Moldovan.jpg,dffd_a_train,18968_Rebecca_Mir.jpg,4,False
dffd_a_train,10513_Cynthia_Watros.jpg,diffface,10513_Cynthia_Watros.jpg,0,True
dffd_a_train,10516_Sofia_Morelius.jpg,diffface,10516_Sofia_Morelius.jpg,0,True
dffd_a_train,10537_Natalie_Paris.jpg,diffface,10537_Natalie_Paris.jpg,0,True
dffd_a_train,10539_Lorraine_Van_Wyk.jpg,diffface,10356_Lorraine_Van_Wyk.jpg,0,True
dffd_a_train,1055_Danica_McKellar.jpg,diffface,1055_Danica_McKellar.jpg,0,True
dffd_a_train,10575_Adam_Green.jpg,diffface,10575_Adam_Green.jpg,0,True
dffd_a_train,10590_Yuko_Ogura.jpg,diffface,10590_Yuko_Ogura.jpg,0,True
dffd_a_train,10598_Raphael_Sander.jpg,diffface,10598_Raphael_Sander.jpg,0,True
dffd_a_train,10604_Elizabeth_Jagger.jpg,diffface,10604_Elizabeth_Jagger.jpg,0,True
dffd_a_train,10625_Dichen_Lachman.jpg,diffface,10625_Dichen_Lachman.jpg,0,True
dffd_a_train,10661_Natalia_Andrade.jpg,dffd_a_train,16082_Natalia_Andrade.jpg,0,False
dffd_a_train,10676_Robert_Hossein.jpg,diffface,10676_Robert_Hossein.jpg,0,True
dffd_a_train,10684_Carol_Alt.jpg,diffface,10684_Carol_Alt.jpg,0,True
dffd_a_train,10686_Jon-Erik_Hexum.jpg,diffface,10686_Jon-Erik_Hexum.jpg,0,True
dffd_a_train,1068_Jeffrey_Hunter.jpg,dffd_a_train,18660_Jeffrey_Hunter.jpg,2,False
dffd_a_train,10701_Jacqueline_Fernandez.jpg,dffd_a_train,12527_Jacqueline_Fernandez.jpg,0,False
dffd_a_train,10701_Jacqueline_Fernandez.jpg,diffface,10701_Jacqueline_Fernandez.jpg,0,True
dffd_a_train,10703_Jamie_Dornan.jpg,dffd_a_train,11864_Jamie_Dornan.jpg,2,False
dffd_a_train,10703_Jamie_Dornan.jpg,diffface,10703_Jamie_Dornan.jpg,0,True
dffd_a_train,10729_Brian_White.jpg,diffface,10729_Brian_White.jpg,0,True
dffd_a_train,1072_Lynne_Frederick.jpg,diffface,1072_Lynne_Frederick.jpg,0,True
dffd_a_train,10745_Peter_Bergman.jpg,diffface,10745_Peter_Bergman.jpg,0,True
dffd_a_train,10749_Bianca_Lawson.jpg,diffface,10749_Bianca_Lawson.jpg,0,True
dffd_a_train,10756_Adam_Irigoyen.jpg,diffface,10756_Adam_Irigoyen.jpg,0,True
dffd_a_train,10784_Jessica_Parker_Kennedy.jpg,diffface,10784_Jessica_Parker_Kennedy.jpg,0,True
dffd_a_train,1078_Agyness_Deyn.jpg,diffface,1078_Agyness_Deyn.jpg,0,True
dffd_a_train,10822_Munro_Chambers.jpg,diffface,10822_Munro_Chambers.jpg,0,True
dffd_a_train,10838_Deborah_Ann_Woll.jpg,diffface,10838_Deborah_Ann_Woll.jpg,0,True
dffd_a_train,10841_Joanna_Liszowska.jpg,dffd_a_train,29521_Melyssa_Ford.jpg,2,False
dffd_a_train,10855_Louis_Walsh.jpg,diffface,10855_Louis_Walsh.jpg,0,True
dffd_a_train,10882_Alona_Tal.jpg,diffface,10882_Alona_Tal.jpg,0,True
dffd_a_train,10893_Peta_Wilson.jpg,diffface,10893_Peta_Wilson.jpg,0,True
dffd_a_train,108_Katie_Melua.jpg,diffface,108_Katie_Melua.jpg,0,True
dffd_a_train,10921_Yvonne_Craig.jpg,diffface,10921_Yvonne_Craig.jpg,0,True
dffd_a_train,10928_Vanna_White.jpg,diffface,10928_Vanna_White.jpg,0,True
dffd_a_train,10930_Dieter_Bohlen.jpg,diffface,10930_Dieter_Bohlen.jpg,0,True
dffd_a_train,10932_Joey_King.jpg,diffface,10932_Joey_King.jpg,0,True
dffd_a_train,10944_Sonu_Nigam.jpg,diffface,10944_Sonu_Nigam.jpg,0,True
dffd_a_train,10945_Elizabeth_Jagger.jpg,diffface,10945_Elizabeth_Jagger.jpg,0,True
dffd_a_train,10953_Anne_Jeffreys.jpg,diffface,10953_Anne_Jeffreys.jpg,0,True
dffd_a_train,10958_Estelle_Lefebure.jpg,dffd_a_train,11490_Estelle_Lefebure.jpg,4,False
dffd_a_train,10958_Estelle_Lefebure.jpg,diffface,10958_Estelle_Lefebure.jpg,0,True
dffd_a_train,10960_Vanessa_Villela.jpg,dffd_a_train,7127_Vanessa_Villela.jpg,2,False
dffd_a_train,10968_Whitney_Thompson.jpg,diffface,10968_Whitney_Thompson.jpg,0,True
dffd_a_train,1098_Laura_Harris.jpg,diffface,1098_Laura_Harris.jpg,0,True
dffd_a_train,11006_Mackenzie_Rosman.jpg,diffface,11006_Mackenzie_Rosman.jpg,0,True
dffd_a_train,11012_Sandy_Koufax.jpg,diffface,11012_Sandy_Koufax.jpg,0,True
dffd_a_train,11034_Kaya_Scodelario.jpg,diffface,11034_Kaya_Scodelario.jpg,0,True
dffd_a_train,11038_Dev_Patel.jpg,diffface,11038_Dev_Patel.jpg,0,True
dffd_a_train,11076_Kate_Dillon.jpg,dffd_a_train,25336_Kate_Dillon.jpg,4,False
dffd_a_train,11076_Kate_Dillon.jpg,diffface,25336_Kate_Dillon.jpg,4,True
dffd_a_train,11087_Amelia_Racine.jpg,diffface,11087_Amelia_Racine.jpg,0,True
dffd_a_train,1109_Gregg_Sulkin.jpg,diffface,1109_Gregg_Sulkin.jpg,0,True
dffd_a_train,11113_Sasha_Volkova.jpg,diffface,11113_Sasha_Volkova.jpg,0,True
dffd_a_train,11117_Katarina_Vargas.jpg,diffface,11117_Katarina_Vargas.jpg,0,True
dffd_a_train,11125_Ritesh_Deshmukh.jpg,diffface,11125_Ritesh_Deshmukh.jpg,0,True
dffd_a_train,11132_Adam_Baldwin.jpg,diffface,11132_Adam_Baldwin.jpg,0,True
dffd_a_train,1114_Linda_Darnell.jpg,diffface,1114_Linda_Darnell.jpg,0,True
dffd_a_train,11154_Linda_Evangelista.jpg,diffface,11154_Linda_Evangelista.jpg,0,True
dffd_a_train,11162_Isabelle_Fuhrman.jpg,dffd_a_train,1254_Barbara_Mori.jpg,4,False
dffd_a_train,11162_Isabelle_Fuhrman.jpg,diffface,11162_Isabelle_Fuhrman.jpg,0,True
dffd_a_train,11171_Michel_Brown.jpg,diffface,11171_Michel_Brown.jpg,0,True
dffd_a_train,11175_Sara_Carbonero.jpg,diffface,11175_Sara_Carbonero.jpg,0,True
dffd_a_train,11201_Maria_Grazia_Cucinotta.jpg,diffface,11201_Maria_Grazia_Cucinotta.jpg,0,True
dffd_a_train,11209_Chelsea_Handler.jpg,diffface,11209_Chelsea_Handler.jpg,0,True
dffd_a_train,11225_David_Cook.jpg,dffd_a_train,9409_Erin_Wasson.jpg,4,False
dffd_a_train,11229_Mario_Casas.jpg,dffd_a_train,8272_Mario_Casas.jpg,0,False
dffd_a_train,11254_Meat_Loaf.jpg,diffface,11254_Meat_Loaf.jpg,0,True
dffd_a_train,11275_Steven_Wilson.jpg,dffd_a_train,1472_Steven_Wilson.jpg,2,False
dffd_a_train,11295_Josep_Guardiola.jpg,diffface,11295_Josep_Guardiola.jpg,0,True
dffd_a_train,11299_Jennifer_Driver.jpg,diffface,11299_Jennifer_Driver.jpg,0,True
dffd_a_train,1130_Katherine_Legge.jpg,diffface,1130_Katherine_Legge.jpg,0,True
dffd_a_train,1131_Jillian_Michaels.jpg,diffface,1131_Jillian_Michaels.jpg,0,True
dffd_a_train,11321_Shenae_Grimes.jpg,dffd_a_train,4533_Shenae_Grimes.jpg,2,False
dffd_a_train,11321_Shenae_Grimes.jpg,diffface,4533_Shenae_Grimes.jpg,2,True
dffd_a_train,11323_Chris_Pratt.jpg,diffface,11323_Chris_Pratt.jpg,0,True
dffd_a_train,11334_Jennifer_Stone.jpg,diffface,11334_Jennifer_Stone.jpg,0,True
dffd_a_train,11336_Gauhar_Khan.jpg,diffface,11336_Gauhar_Khan.jpg,0,True
dffd_a_train,11341_Fardeen_Khan.jpg,diffface,11341_Fardeen_Khan.jpg,0,True
dffd_a_train,11344_Jordana_Spiro.jpg,diffface,11344_Jordana_Spiro.jpg,0,True
dffd_a_train,11354_Curtis_Stone.jpg,diffface,11354_Curtis_Stone.jpg,0,True
dffd_a_train,11358_Gio_Ott.jpg,diffface,11358_Gio_Ott.jpg,0,True
dffd_a_train,11373_Sonakshi_Sinha.jpg,diffface,11373_Sonakshi_Sinha.jpg,0,True
dffd_a_train,11375_Zarine_Khan.jpg,diffface,11375_Zarine_Khan.jpg,0,True
dffd_a_train,11376_Robert_Mitchum.jpg,dffd_a_train,27659_Robert_Mitchum.jpg,0,False
dffd_a_train,11388_Sophia_Thomalla.jpg,diffface,11388_Sophia_Thomalla.jpg,0,True
dffd_a_train,11395_Noomi_Rapace.jpg,diffface,11395_Noomi_Rapace.jpg,0,True
dffd_a_train,11401_Ryan_Lochte.jpg,diffface,11401_Ryan_Lochte.jpg,0,True
dffd_a_train,11410_Argjentina_Ramosaj.jpg,diffface,11410_Argjentina_Ramosaj.jpg,0,True
dffd_a_train,11415_Malgorzata_Bela.jpg,diffface,11415_Malgorzata_Bela.jpg,0,True
dffd_a_train,11421_Mathias_Lauridsen.jpg,diffface,11421_Mathias_Lauridsen.jpg,0,True
dffd_a_train,11428_Melanie_Fiona.jpg,diffface,11428_Melanie_Fiona.jpg,0,True
dffd_a_train,11429_Chris_Massoglia.jpg,diffface,11429_Chris_Massoglia.jpg,0,True
dffd_a_train,11443_Kajal_Agarwal.jpg,diffface,11443_Kajal_Agarwal.jpg,0,True
dffd_a_train,11444_Jodi_Albert.jpg,diffface,11444_Jodi_Albert.jpg,0,True
dffd_a_train,11472_Heather_Marie_Marsden.jpg,dffd_a_train,4980_Heather_Marie_Marsden.jpg,2,False
dffd_a_train,11472_Heather_Marie_Marsden.jpg,diffface,4980_Heather_Marie_Marsden.jpg,2,True
dffd_a_train,11476_Danny_Dyer.jpg,diffface,11476_Danny_Dyer.jpg,0,True
dffd_a_train,11481_Hansjorg_Wyss.jpg,diffface,11481_Hansjorg_Wyss.jpg,0,True
dffd_a_train,11490_Estelle_Lefebure.jpg,diffface,10958_Estelle_Lefebure.jpg,4,True
dffd_a_train,11501_Jonathan_Knight.jpg,diffface,11501_Jonathan_Knight.jpg,0,True
dffd_a_train,11505_Takanobu_Ito.jpg,diffface,11505_Takanobu_Ito.jpg,0,True
dffd_a_train,1150_Leticia_Zuloaga.jpg,dffd_a_train,20487_Leticia_Zuloaga.jpg,2,False
dffd_a_train,11510_Mike_Lookinland.jpg,diffface,11510_Mike_Lookinland.jpg,0,True
dffd_a_train,11519_Tuva_Novotny.jpg,diffface,11519_Tuva_Novotny.jpg,0,True
dffd_a_train,1151_Jorge_Garcia.jpg,diffface,1151_Jorge_Garcia.jpg,0,True
dffd_a_train,11530_Jason_Momoa.jpg,dffd_a_train,26628_Sonakshi_Sinha.jpg,4,False
dffd_a_train,11540_Billy_Unger.jpg,dffd_a_train,9512_Billy_Unger.jpg,2,False
dffd_a_train,11545_Divyanka_Tripathi.jpg,dffd_a_train,1724_Sarah_Lancaster.jpg,4,False
dffd_a_train,11545_Divyanka_Tripathi.jpg,diffface,1724_Sarah_Lancaster.jpg,4,True
dffd_a_train,11557_Nora_Arnezeder.jpg,diffface,11557_Nora_Arnezeder.jpg,0,True
dffd_a_train,11564_Angela_Simmons.jpg,diffface,11564_Angela_Simmons.jpg,0,True
dffd_a_train,1156_Claire_Holt.jpg,diffface,1156_Claire_Holt.jpg,0,True
dffd_a_train,11579_Calum_Best.jpg,dffd_a_train,15763_Calum_Best.jpg,2,False
dffd_a_train,11584_Sharon_Van_der_Knaap.jpg,diffface,11584_Sharon_Van_der_Knaap.jpg,0,True
dffd_a_train,11589_Bea_Arthur.jpg,diffface,11589_Bea_Arthur.jpg,0,True
