ID,Celebrity,Image,Type,NumAnnotators,VotesYes,VotesNo,CriteriaMetFraction,FinalDecision,Reason
ID000053,Brenda-Tau,01.jpg,Fake,6,0,6,0.0,DISCARD,
ID000053,Brenda-Tau,01.jpg,Real,6,4,2,0.67,KEEP,
ID000053,Brenda-Tau,02.jpg,Real,6,6,0,1.0,KEEP,
ID000054,Bruce-Willis,01.jpg,Fake,6,0,6,0.0,DISCARD,
ID000054,Bruce-Willis,01.jpg,Real,6,6,0,1.0,KEEP,
ID000054,Bruce-Willis,02.jpg,Real,6,5,1,0.83,KEEP,
ID000055,Bukayo-Saka,01.jpg,Real,6,6,0,1.0,KEEP,
ID000055,Bukayo-Saka,02.png,Real,6,6,0,1.0,KEEP,
ID000055,Bukayo-Saka,03.jpg,Real,6,5,1,1.0,KEEP,
ID000055,Bukayo-Saka,1.webp,Fake,6,2,4,0.33,DISCARD,
ID000056,Burak-Özçivit,01.jpg,Fake,6,3,3,0.5,TIE,
ID000056,Burak-Özçivit,01.jpg,Real,6,6,0,1.0,KEEP,
ID000056,Burak-Özçivit,02.jpg,Fake,6,3,3,0.5,TIE,
ID000056,Burak-Özçivit,03.jpg,Fake,6,6,0,1.0,KEEP,
ID000057,Caitlin-Clark,01.jpg,Fake,6,3,3,0.5,TIE,
ID000057,Caitlin-Clark,01.png,Real,6,6,0,1.0,KEEP,
ID000057,Caitlin-Clark,02.jpg,Fake,6,4,2,0.67,KEEP,
ID000057,Caitlin-Clark,03.png,Fake,6,5,1,1.0,KEEP,
ID000057,Caitlin-Clark,04.png,Fake,6,1,5,0.5,DISCARD,
ID000058,Caleb-Williams,01.jpg,Fake,6,1,5,0.17,DISCARD,
ID000058,Caleb-Williams,01.png,Real,6,6,0,1.0,KEEP,
ID000058,Caleb-Williams,02.jpg,Fake,6,4,2,0.67,KEEP,
ID000058,Caleb-Williams,02.jpg,Real,6,5,1,0.83,KEEP,
ID000058,Caleb-Williams,03.jpg,Fake,6,6,0,1.0,KEEP,
ID000059,Cameron-Diaz,01.jpg,Fake,6,4,2,1.0,KEEP,
ID000059,Cameron-Diaz,01.jpg,Real,6,6,0,1.0,KEEP,
ID000059,Cameron-Diaz,02.jpg,Fake,6,6,0,1.0,KEEP,
ID000059,Cameron-Diaz,03.jpg,Fake,6,4,2,1.0,KEEP,
ID000059,Cameron-Diaz,04.jpg,Fake,6,0,6,0.5,DISCARD,
ID000060,Cameron-Green,01.jpg,Real,6,6,0,1.0,KEEP,
ID000060,Cameron-Green,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000060,Cameron-Green,04.jpg,Fake,6,5,1,0.83,KEEP,
ID000061,Carey-Mulligan,01.jpg,Real,6,5,1,0.83,KEEP,
ID000061,Carey-Mulligan,01.png,Fake,6,4,2,0.67,KEEP,
ID000061,Carey-Mulligan,02.jpg,Real,6,5,1,0.83,KEEP,
ID000061,Carey-Mulligan,02.png,Fake,6,0,6,0.0,DISCARD,
ID000062,Carla-Gugino,01.jpg,Fake,6,0,6,0.17,DISCARD,
ID000062,Carla-Gugino,01.jpg,Real,6,6,0,1.0,KEEP,
ID000062,Carla-Gugino,02.jpg,Fake,6,1,5,0.17,DISCARD,
ID000062,Carla-Gugino,02.jpg,Real,6,6,0,1.0,KEEP,
ID000062,Carla-Gugino,03.jpg,Fake,6,1,5,0.17,DISCARD,
ID000063,Carlos-Alcaraz,01.jpg,Fake,6,0,6,0.0,DISCARD,
ID000063,Carlos-Alcaraz,01.jpg,Real,6,6,0,1.0,KEEP,
ID000063,Carlos-Alcaraz,02.jpg,Fake,6,0,6,0.0,DISCARD,
ID000063,Carlos-Alcaraz,02.jpg,Real,6,5,1,0.83,KEEP,
ID000063,Carlos-Alcaraz,03.webp,Real,6,4,2,0.67,KEEP,
ID000064,Carrie-Anne-Moss,01.jpg,Fake,6,4,2,0.83,KEEP,
ID000064,Carrie-Anne-Moss,01.jpg,Real,6,6,0,1.0,KEEP,
ID000064,Carrie-Anne-Moss,02.jpg,Fake,6,5,1,0.83,KEEP,
ID000064,Carrie-Anne-Moss,02.jpg,Real,6,6,0,1.0,KEEP,
ID000064,Carrie-Anne-Moss,03.jpg,Fake,6,0,6,0.0,DISCARD,
ID000064,Carrie-Anne-Moss,03.jpg,Real,6,6,0,1.0,KEEP,
ID000064,Carrie-Anne-Moss,04.jpg,Fake,6,1,5,0.17,DISCARD,
ID000065,Charles-Chaplin,01.jpg,Fake,6,6,0,1.0,KEEP,
ID000065,Charles-Chaplin,01.jpg,Real,6,6,0,1.0,KEEP,
ID000065,Charles-Chaplin,02.jpg,Fake,6,4,2,0.67,KEEP,
ID000065,Charles-Chaplin,02.jpg,Real,6,5,1,0.83,KEEP,
ID000065,Charles-Chaplin,03.jpg,Fake,6,6,0,1.0,KEEP,
ID000066,Charlize-Theron,01.jpg,Fake,6,1,5,0.5,DISCARD,
ID000066,Charlize-Theron,01.jpg,Real,6,6,0,1.0,KEEP,
ID000066,Charlize-Theron,02.jpg,Fake,6,2,4,0.83,DISCARD,
ID000066,Charlize-Theron,02.jpg,Real,6,6,0,1.0,KEEP,
ID000066,Charlize-Theron,03.jpg,Fake,6,3,3,1.0,TIE,
ID000066,Charlize-Theron,03.jpg,Real,6,6,0,1.0,KEEP,
ID000066,Charlize-Theron,04.jpg,Fake,6,5,1,0.83,KEEP,
ID000066,Charlize-Theron,05.jpg,Fake,6,2,4,0.83,DISCARD,
ID000067,Charlton-Heston,01.jpg,Fake,6,4,2,0.83,KEEP,
ID000067,Charlton-Heston,01.jpg,Real,6,6,0,1.0,KEEP,
ID000067,Charlton-Heston,02.jpg,Fake,6,1,5,0.5,DISCARD,
ID000067,Charlton-Heston,02.jpg,Real,6,6,0,1.0,KEEP,
ID000067,Charlton-Heston,03.jpg,Fake,6,1,5,0.67,DISCARD,
ID000067,Charlton-Heston,04.jpg,Fake,6,2,4,0.83,DISCARD,
ID000067,Charlton-Heston,05.jpg,Fake,6,0,6,0.33,DISCARD,
ID000067,Charlton-Heston,06.png,Fake,6,0,6,0.17,DISCARD,
ID000067,Charlton-Heston,07.png,Fake,6,1,5,0.17,DISCARD,
ID000067,Charlton-Heston,08.png,Fake,6,0,6,0.0,DISCARD,
ID000068,Chloe-Kim,01.jpg,Real,6,6,0,1.0,KEEP,
ID000068,Chloe-Kim,02.png,Fake,6,4,2,0.67,KEEP,
ID000068,Chloe-Kim,02.png,Real,6,6,0,1.0,KEEP,
ID000069,Chlo-Grace-Moretz,01.jpg,Fake,6,2,4,1.0,DISCARD,
ID000069,Chlo-Grace-Moretz,01.jpg,Real,6,6,0,1.0,KEEP,
ID000069,Chlo-Grace-Moretz,02.jpg,Fake,6,1,5,0.5,DISCARD,
ID000069,Chlo-Grace-Moretz,02.jpg,Real,6,6,0,1.0,KEEP,
ID000069,Chlo-Grace-Moretz,03.jpg,Fake,6,4,2,1.0,KEEP,
